ts_code,name,management,custodian,fund_type,found_date,benchmark
159990.SZ,小盘价值ETF,银华基金,华泰证券,股票型,20191206,巨潮小盘价值指数
167506.SZ,安信深圳科技LOF,安信基金,中国农业银行,股票型,20191206,中证深圳科技创新主题指数收益率*95%+银行活期存款利率(税后)*5%
167507.OF,安信深圳科技指数(LOF)C,安信基金,中国农业银行,股票型,20191206,中证深圳科技创新主题指数收益率*95%+银行活期存款利率(税后)*5%
007323.OF,永赢久利,永赢基金,浦发银行,债券型,20191205,中债-综合指数(全价)收益率
008219.OF,西部利得尊逸三年定开债,西部利得基金,交通银行,债券型,20191205,封闭期起始日的三年期银行定期存款收益率(税后)+1%
006565.OF,光大尊泰三年定开债,光大保德信基金,中国光大银行,债券型,20191205,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%
008130.OF,广发汇优66个月定开,广发基金,江苏银行,债券型,20191205,三年期定期存款利率(税后)+1.5%
515870.SH,先进制造ETF,嘉实基金,中国银行,股票型,20191205,中证先进制造100策略指数收益率
515330.SH,300ETF天弘,天弘基金,招商证券,股票型,20191205,沪深300指数收益率
007557.OF,中加优选中高等级A,中加基金,中国工商银行,债券型,20191205,中债综合全价(总值)指数收益率
007558.OF,中加优选中高等级C,中加基金,中国工商银行,债券型,20191205,中债综合全价(总值)指数收益率
515310.SH,沪深300添富ETF,汇添富基金,招商银行,股票型,20191204,沪深300指数收益率
007573.OF,农银丰盈定开债,农银汇理基金,招商银行,债券型,20191204,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+0.50%
007942.OF,恒生前海恒扬纯债C,恒生前海基金,浙商银行,债券型,20191204,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%
007941.OF,恒生前海恒扬纯债A,恒生前海基金,浙商银行,债券型,20191204,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%
007914.OF,财通资管丰和两年定开债C,财通证券资管,交通银行,债券型,20191204,两年期定期存款利率(税后)+1.0%
007913.OF,财通资管丰和两年定开债A,财通证券资管,交通银行,债券型,20191204,两年期定期存款利率(税后)+1.0%
007396.OF,广发景辉纯债,广发基金,浙商银行,债券型,20191204,中债综合财富(总值)指数收益率*90%+一年期定期存款利率(税后)*10%
007986.OF,嘉实致禄3个月定开,嘉实基金,浦发银行,债券型,20191204,中债综合全价指数收益率
007367.OF,易方达中债3-5年政策性金融债C,易方达基金,中国银行,债券型,20191204,中债-3-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%
007366.OF,易方达中债3-5年政策性金融债A,易方达基金,中国银行,债券型,20191204,中债-3-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%
008081.OF,汇添富鑫远,汇添富基金,交通银行,债券型,20191204,中债综合全价(总值)指数收益率
008241.OF,西藏东财上证50C,西藏东财基金,中国工商银行,股票型,20191203,上证50指数收益率*95%+银行活期存款利率(税后)*5%
008240.OF,西藏东财上证50A,西藏东财基金,中国工商银行,股票型,20191203,上证50指数收益率*95%+银行活期存款利率(税后)*5%
008393.OF,博时现金收益C,博时基金,交通银行,货币市场型,20191203,活期存款利率(税后)
008191.OF,博时合利货币A,博时基金,招商银行,货币市场型,20191203,活期存款利率(税后)
007365.OF,易方达中债1-3年政策性金融债C,易方达基金,中国建设银行,债券型,20191203,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%
007364.OF,易方达中债1-3年政策性金融债A,易方达基金,中国建设银行,债券型,20191203,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%
007660.OF,招商和悦均衡养老三年(FOF),招商基金,中国工商银行,混合型,20191203,中证综合债指数收益率*60%+沪深300指数收益率*40%
008132.OF,鹏华价值驱动,鹏华基金,中国工商银行,混合型,20191203,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率估值调整)*10%
007661.OF,南方养老2030三年,南方基金,交通银行,混合型,20191203,上证国债指数收益率*60%+沪深300指数收益率*36%+中证港股通综合指数(人民币)收益率*4%
007881.OF,朱雀产业智选C,朱雀基金,中国工商银行,混合型,20191203,沪深300指数收益率*50%+中债综合指数收益率*40%+中证港股通综合指数收益率*10%
007880.OF,朱雀产业智选A,朱雀基金,中国工商银行,混合型,20191203,沪深300指数收益率*50%+中债综合指数收益率*40%+中证港股通综合指数收益率*10%
008034.OF,中加科盈C,中加基金,中国民生银行,混合型,20191129,中债-总全价(总值)指数收益率*70%+沪深300指数收益率*30%
501089.SH,消费红利增强LOF,方正富邦基金,中国民生银行,股票型,20191129,中证主要消费红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%
159984.SZ,湾区100ETF,南方基金,招商银行,股票型,20191129,粤港澳大湾区创新100指数
007928.OF,中加享润两年定期开放,中加基金,交通银行,债券型,20191129,同期两年银行定期存款利率(税后)+1.5%
008014.OF,天弘鑫利三年定开债,天弘基金,江苏银行,债券型,20191129,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1%
007809.OF,富国中证央企创新驱动ETF联接A,富国基金,中国建设银行,股票型,20191129,中证央企创新驱动指数收益率*95%+银行活期存款利率(税后)*5%
007810.OF,富国中证央企创新驱动ETF联接C,富国基金,中国建设银行,股票型,20191129,中证央企创新驱动指数收益率*95%+银行活期存款利率(税后)*5%
007468.OF,中信建投策略精选A,中信建投基金,中国工商银行,混合型,20191129,沪深300指数收益率*70%+中证综合债指数收益率*30%
007469.OF,中信建投策略精选C,中信建投基金,中国工商银行,混合型,20191129,沪深300指数收益率*70%+中证综合债指数收益率*30%
008033.OF,中加科盈A,中加基金,中国民生银行,混合型,20191129,中债-总全价(总值)指数收益率*70%+沪深300指数收益率*30%
008089.OF,华夏中证全指房地产ETF联接C,华夏基金,中国银行,股票型,20191128,中证全指房地产指数收益率*95%+人民币活期存款利率(税后)*5%
008088.OF,华夏中证全指房地产ETF联接A,华夏基金,中国银行,股票型,20191128,中证全指房地产指数收益率*95%+人民币活期存款利率(税后)*5%
008383.OF,招商安心收益A,招商基金,中国工商银行,债券型,20191128,中债综合全价(总值)指数收益率
008119.OF,鹏华金享,鹏华基金,中金公司,混合型,20191128,中债总指数收益率*75%+沪深300指数收益率*25%
007985.OF,博时富悦纯债,博时基金,中国民生银行,债券型,20191128,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
008193.OF,博时兴盛A,博时基金,兴业银行,货币市场型,20191128,活期存款利率(税后)
008192.OF,博时兴荣A,博时基金,兴业银行,货币市场型,20191128,活期存款利率(税后)
515080.SH,中证红利ETF,招商基金,浦发银行,股票型,20191128,中证红利指数收益率
007285.OF,工银瑞信中债1-5年进出口行C,工银瑞信基金,江苏银行,债券型,20191128,中债-1-5年进出口行债券指数收益率*95%+同期银行活期存款利率(税后)*5%
007284.OF,工银瑞信中债1-5年进出口行A,工银瑞信基金,江苏银行,债券型,20191128,中债-1-5年进出口行债券指数收益率*95%+同期银行活期存款利率(税后)*5%
008123.OF,南方皓元短债C,南方基金,中国农业银行,债券型,20191128,中债短融总指数收益率
008122.OF,南方皓元短债A,南方基金,中国农业银行,债券型,20191128,中债短融总指数收益率
007793.OF,嘉实中证央企创新驱动ETF联接C,嘉实基金,中国银行,股票型,20191128,中证央企创新驱动指数收益率*95%+银行活期存款(税后)利率*5%
007792.OF,嘉实中证央企创新驱动ETF联接A,嘉实基金,中国银行,股票型,20191128,中证央企创新驱动指数收益率*95%+银行活期存款(税后)利率*5%
515060.SH,房地产ETF基金,华夏基金,中国银行,股票型,20191128,中证全指房地产指数收益率
007979.OF,万家惠享39个月定开债,万家基金,平安银行,债券型,20191128,每个封闭期同期三年银行定期存款利率(税后)+1.00%
008255.OF,西部利得沣泰A,西部利得基金,交通银行,债券型,20191127,中债-综合全价(总值)指数收益率
008253.OF,华宝致远A,华宝基金,交通银行,混合型,20191127,经人民币汇率调整的恒生指数收益率*65%+境内银行活期存款利率(税后)*20%+经人民币汇率调整的标普500指数收益率*15%
007904.OF,广发锐意进取3个月A,广发基金,中国银行,混合型,20191127,中证股票型基金指数收益率*75%+中证债券型基金指数收益率*20%+银行活期存款利率(税后)*5%
008254.OF,华宝致远C,华宝基金,交通银行,混合型,20191127,经人民币汇率调整的恒生指数收益率*65%+境内银行活期存款利率(税后)*20%+经人民币汇率调整的标普500指数收益率*15%
008214.OF,华安鑫福定开债A,华安基金,中信银行,债券型,20191126,中债综合全价指数收益率
008215.OF,华安鑫福定开债C,华安基金,中信银行,债券型,20191126,中债综合全价指数收益率
007330.OF,上投摩根瑞益纯债C,上投摩根基金,兴业银行,债券型,20191126,中证综合债券指数收益率
007402.OF,浦银安盛颐和稳健养老一年C,浦银安盛基金,交通银行,混合型,20191126,中证债券型基金指数收益率*80%+中证股票型基金指数收益率*20%
007329.OF,上投摩根瑞益纯债A,上投摩根基金,兴业银行,债券型,20191126,中证综合债券指数收益率
007401.OF,浦银安盛颐和稳健养老一年A,浦银安盛基金,交通银行,混合型,20191126,中证债券型基金指数收益率*80%+中证股票型基金指数收益率*20%
007274.OF,景顺长城养老2045五年,景顺长城基金,招商银行,混合型,20191126,中证目标日期2045指数收益率
008046.OF,中融睿嘉39个月定开A,中融基金,中国光大银行,债券型,20191126,同期三年期银行定期存款基准利率(税后)+0.5%
008047.OF,中融睿嘉39个月定开C,中融基金,中国光大银行,债券型,20191126,同期三年期银行定期存款基准利率(税后)+0.5%
007643.OF,华安稳健养老一年,华安基金,中国建设银行,混合型,20191126,中债综合财富(总值)指数收益率*80%+中证800指数收益率*20%
007991.OF,富国汇远三年定开债C,富国基金,上海银行,债券型,20191126,封闭期起始日公布的三年期定期存款利率(税后)+1.25%
007990.OF,富国汇远三年定开债A,富国基金,上海银行,债券型,20191126,封闭期起始日公布的三年期定期存款利率(税后)+1.25%
860005.OF,光大阳光添利A,光证资管,中国光大银行,债券型,20191126,中债综合指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%
515180.SH,红利ETF易方达,易方达基金,中国银行,股票型,20191126,中证红利指数收益率
008160.OF,前海联合淳安3年定开债券,新疆前海联合基金,浙商银行,债券型,20191126,中债综合全价(总值)指数收益率
007652.OF,华夏稳健养老一年,华夏基金,中国工商银行,混合型,20191126,上证国债指数收益率*80%+沪深300指数收益率*20%
008179.OF,同泰慧盈C,同泰基金,中国光大银行,混合型,20191126,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%
008178.OF,同泰慧盈A,同泰基金,中国光大银行,混合型,20191126,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%
008003.OF,大成通嘉三年定开A,大成基金,交通银行,债券型,20191125,中债综合全价(总值)指数收益率
008004.OF,大成通嘉三年定开C,大成基金,交通银行,债券型,20191125,中债综合全价(总值)指数收益率
515660.SH,国联安沪深300ETF,国联安基金,中国工商银行,股票型,20191125,沪深300指数
008281.OF,国泰CES半导体芯片行业ETF联接A,国泰基金,中国银行,股票型,20191122,中华交易服务半导体芯片行业指数收益率*95%+银行活期存款利率(税后)*5%
008282.OF,国泰CES半导体芯片行业ETF联接C,国泰基金,中国银行,股票型,20191122,中华交易服务半导体芯片行业指数收益率*95%+银行活期存款利率(税后)*5%
007175.OF,中融聚通3个月定开债,中融基金,交通银行,债券型,20191122,中债综合指数(全价)收益率
